E_lab	E*/MeV	197At	198At	199At	200At	201At	202At	203At
212.125	67.0	0.122E-02	0.205E-01	0.446E-02	0.710E-04	0.000E+00	0.000E+00	0.000E+00
213.402	68.0	0.172E-02	0.177E-01	0.298E-02	0.430E-04	0.000E+00	0.000E+00	0.000E+00
214.679	69.0	0.227E-02	0.149E-01	0.199E-02	0.258E-04	0.000E+00	0.000E+00	0.000E+00
215.955	70.0	0.280E-02	0.123E-01	0.132E-02	0.155E-04	0.000E+00	0.000E+00	0.000E+00
217.232	71.0	0.328E-02	0.994E-02	0.868E-03	0.915E-05	0.000E+00	0.000E+00	0.000E+00
218.509	72.0	0.364E-02	0.790E-02	0.570E-03	0.537E-05	0.000E+00	0.000E+00	0.000E+00
219.786	73.0	0.387E-02	0.618E-02	0.373E-03	0.305E-05	0.000E+00	0.000E+00	0.000E+00
221.062	74.0	0.394E-02	0.477E-02	0.244E-03	0.171E-05	0.000E+00	0.000E+00	0.000E+00
222.339	75.0	0.388E-02	0.363E-02	0.158E-03	0.881E-06	0.000E+00	0.000E+00	0.000E+00
223.616	76.0	0.369E-02	0.274E-02	0.103E-03	0.336E-06	0.000E+00	0.000E+00	0.000E+00
224.892	77.0	0.341E-02	0.204E-02	0.663E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
226.169	78.0	0.307E-02	0.151E-02	0.426E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
227.446	79.0	0.270E-02	0.111E-02	0.273E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
228.723	80.0	0.232E-02	0.805E-03	0.174E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
229.999	81.0	0.197E-02	0.582E-03	0.110E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
231.276	82.0	0.163E-02	0.418E-03	0.695E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
232.553	83.0	0.134E-02	0.299E-03	0.435E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
233.830	84.0	0.108E-02	0.212E-03	0.268E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
235.106	85.0	0.861E-03	0.150E-03	0.163E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
236.383	86.0	0.679E-03	0.106E-03	0.968E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
237.660	87.0	0.530E-03	0.740E-04	0.557E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.410E-03	0.517E-04	0.280E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.314E-03	0.359E-04	0.106E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.239E-03	0.249E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00


E_lab	E*/MeV	196Po	197Po	198Po	199Po	200Po	201Po	202Po
182.760	44.0	0.000E+00	0.000E+00	0.592E-11	0.290E-07	0.291E-07	0.322E-10	0.000E+00
184.037	45.0	0.000E+00	0.000E+00	0.965E-10	0.114E-06	0.743E-07	0.588E-10	0.000E+00
185.314	46.0	0.000E+00	0.000E+00	0.568E-08	0.229E-04	0.343E-04	0.134E-06	0.709E-10
186.591	47.0	0.000E+00	0.000E+00	0.927E-07	0.121E-03	0.148E-03	0.589E-06	0.488E-09
187.867	48.0	0.000E+00	0.000E+00	0.108E-05	0.474E-03	0.424E-03	0.145E-05	0.126E-08
189.144	49.0	0.000E+00	0.000E+00	0.105E-04	0.175E-02	0.111E-02	0.300E-05	0.184E-08
190.421	50.0	0.000E+00	0.000E+00	0.867E-04	0.619E-02	0.280E-02	0.597E-05	0.000E+00
191.697	51.0	0.000E+00	0.000E+00	0.601E-03	0.207E-01	0.676E-02	0.115E-04	0.000E+00
192.974	52.0	0.000E+00	0.000E+00	0.337E-02	0.622E-01	0.150E-01	0.209E-04	0.000E+00
194.251	53.0	0.000E+00	0.000E+00	0.138E-01	0.151E+00	0.281E-01	0.341E-04	0.000E+00
195.528	54.0	0.000E+00	0.000E+00	0.384E-01	0.270E+00	0.406E-01	0.464E-04	0.000E+00
196.804	55.0	0.000E+00	0.221E-06	0.756E-01	0.362E+00	0.454E-01	0.518E-04	0.000E+00
198.081	56.0	0.000E+00	0.136E-05	0.118E+00	0.398E+00	0.419E-01	0.489E-04	0.000E+00
199.358	57.0	0.000E+00	0.628E-05	0.161E+00	0.387E+00	0.340E-01	0.403E-04	0.000E+00
200.635	58.0	0.000E+00	0.233E-04	0.201E+00	0.349E+00	0.253E-01	0.297E-04	0.000E+00
201.911	59.0	0.000E+00	0.731E-04	0.237E+00	0.300E+00	0.177E-01	0.199E-04	0.000E+00
203.188	60.0	0.000E+00	0.199E-03	0.268E+00	0.249E+00	0.120E-01	0.125E-04	0.000E+00
204.465	61.0	0.000E+00	0.476E-03	0.292E+00	0.201E+00	0.798E-02	0.742E-05	0.000E+00
205.742	62.0	0.000E+00	0.102E-02	0.307E+00	0.159E+00	0.522E-02	0.425E-05	0.000E+00
207.018	63.0	0.000E+00	0.196E-02	0.314E+00	0.123E+00	0.338E-02	0.233E-05	0.000E+00
208.295	64.0	0.000E+00	0.345E-02	0.312E+00	0.938E-01	0.218E-02	0.119E-05	0.000E+00
209.572	65.0	0.405E-07	0.561E-02	0.301E+00	0.704E-01	0.139E-02	0.568E-06	0.000E+00
210.848	66.0	0.208E-06	0.849E-02	0.284E+00	0.522E-01	0.887E-03	0.159E-06	0.000E+00
212.125	67.0	0.890E-06	0.121E-01	0.260E+00	0.382E-01	0.561E-03	0.000E+00	0.000E+00
213.402	68.0	0.326E-05	0.163E-01	0.233E+00	0.276E-01	0.354E-03	0.000E+00	0.000E+00
214.679	69.0	0.103E-04	0.211E-01	0.205E+00	0.198E-01	0.222E-03	0.000E+00	0.000E+00
215.955	70.0	0.288E-04	0.261E-01	0.176E+00	0.140E-01	0.138E-03	0.000E+00	0.000E+00
217.232	71.0	0.712E-04	0.312E-01	0.148E+00	0.989E-02	0.860E-04	0.000E+00	0.000E+00
218.509	72.0	0.158E-03	0.360E-01	0.123E+00	0.691E-02	0.532E-04	0.000E+00	0.000E+00
219.786	73.0	0.319E-03	0.404E-01	0.100E+00	0.479E-02	0.327E-04	0.000E+00	0.000E+00
221.062	74.0	0.592E-03	0.439E-01	0.804E-01	0.330E-02	0.200E-04	0.000E+00	0.000E+00
222.339	75.0	0.102E-02	0.465E-01	0.637E-01	0.226E-02	0.122E-04	0.000E+00	0.000E+00
223.616	76.0	0.163E-02	0.480E-01	0.498E-01	0.154E-02	0.733E-05	0.000E+00	0.000E+00
224.892	77.0	0.247E-02	0.483E-01	0.385E-01	0.104E-02	0.436E-05	0.000E+00	0.000E+00
226.169	78.0	0.354E-02	0.474E-01	0.294E-01	0.704E-03	0.255E-05	0.000E+00	0.000E+00
227.446	79.0	0.483E-02	0.456E-01	0.223E-01	0.472E-03	0.146E-05	0.000E+00	0.000E+00
228.723	80.0	0.630E-02	0.428E-01	0.167E-01	0.316E-03	0.765E-06	0.000E+00	0.000E+00
229.999	81.0	0.790E-02	0.395E-01	0.124E-01	0.210E-03	0.295E-06	0.000E+00	0.000E+00
231.276	82.0	0.953E-02	0.357E-01	0.919E-02	0.139E-03	0.000E+00	0.000E+00	0.000E+00
232.553	83.0	0.111E-01	0.317E-01	0.674E-02	0.916E-04	0.000E+00	0.000E+00	0.000E+00
233.830	84.0	0.125E-01	0.278E-01	0.491E-02	0.601E-04	0.000E+00	0.000E+00	0.000E+00
235.106	85.0	0.137E-01	0.239E-01	0.355E-02	0.393E-04	0.000E+00	0.000E+00	0.000E+00
236.383	86.0	0.145E-01	0.203E-01	0.256E-02	0.256E-04	0.000E+00	0.000E+00	0.000E+00
237.660	87.0	0.151E-01	0.170E-01	0.183E-02	0.165E-04	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.152E-01	0.141E-01	0.130E-02	0.107E-04	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.150E-01	0.115E-01	0.925E-03	0.685E-05	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.145E-01	0.932E-02	0.652E-03	0.435E-05	0.000E+00	0.000E+00	0.000E+00


E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
182.760	44.0	0.337E-14	0.217E-08	0.106E-07	0.351E-10	0.699E-09	0.470E-09	0.281E-11
184.037	45.0	0.219E-12	0.117E-07	0.319E-07	0.680E-10	0.289E-08	0.136E-08	0.553E-11
185.314	46.0	0.561E-10	0.270E-05	0.112E-04	0.993E-07	0.687E-06	0.462E-06	0.738E-08
186.591	47.0	0.134E-08	0.177E-04	0.549E-04	0.449E-06	0.382E-05	0.211E-05	0.327E-07
187.867	48.0	0.218E-07	0.848E-04	0.179E-03	0.120E-05	0.159E-04	0.641E-05	0.888E-07
189.144	49.0	0.279E-06	0.369E-03	0.524E-03	0.289E-05	0.620E-04	0.178E-04	0.206E-06
190.421	50.0	0.298E-05	0.150E-02	0.147E-02	0.829E-05	0.232E-03	0.472E-04	0.456E-06
191.697	51.0	0.269E-04	0.566E-02	0.391E-02	0.323E-04	0.823E-03	0.119E-03	0.975E-06
192.974	52.0	0.197E-03	0.190E-01	0.951E-02	0.149E-03	0.263E-02	0.277E-03	0.198E-05
194.251	53.0	0.106E-02	0.515E-01	0.196E-01	0.599E-03	0.687E-02	0.543E-03	0.360E-05
195.528	54.0	0.383E-02	0.104E+00	0.316E-01	0.174E-02	0.133E-01	0.836E-03	0.554E-05
196.804	55.0	0.980E-02	0.158E+00	0.403E-01	0.365E-02	0.197E-01	0.102E-02	0.721E-05
198.081	56.0	0.195E-01	0.197E+00	0.431E-01	0.618E-02	0.241E-01	0.106E-02	0.814E-05
199.358	57.0	0.327E-01	0.217E+00	0.407E-01	0.913E-02	0.262E-01	0.991E-03	0.820E-05
200.635	58.0	0.488E-01	0.218E+00	0.349E-01	0.124E-01	0.265E-01	0.859E-03	0.752E-05
201.911	59.0	0.672E-01	0.208E+00	0.279E-01	0.159E-01	0.256E-01	0.702E-03	0.634E-05
203.188	60.0	0.868E-01	0.189E+00	0.211E-01	0.195E-01	0.238E-01	0.549E-03	0.494E-05
204.465	61.0	0.107E+00	0.166E+00	0.156E-01	0.229E-01	0.215E-01	0.413E-03	0.360E-05
205.742	62.0	0.125E+00	0.142E+00	0.114E-01	0.261E-01	0.189E-01	0.302E-03	0.248E-05
207.018	63.0	0.142E+00	0.119E+00	0.872E-02	0.289E-01	0.163E-01	0.216E-03	0.164E-05
208.295	64.0	0.156E+00	0.974E-01	0.731E-02	0.311E-01	0.139E-01	0.151E-03	0.105E-05
209.572	65.0	0.166E+00	0.781E-01	0.702E-02	0.325E-01	0.116E-01	0.105E-03	0.663E-06
210.848	66.0	0.173E+00	0.616E-01	0.772E-02	0.331E-01	0.949E-02	0.715E-04	0.413E-06
212.125	67.0	0.176E+00	0.478E-01	0.925E-02	0.330E-01	0.768E-02	0.484E-04	0.254E-06
213.402	68.0	0.175E+00	0.365E-01	0.115E-01	0.320E-01	0.613E-02	0.325E-04	0.154E-06
214.679	69.0	0.170E+00	0.276E-01	0.142E-01	0.304E-01	0.429E-02	0.217E-04	0.930E-07
215.955	70.0	0.161E+00	0.205E-01	0.173E-01	0.282E-01	0.297E-02	0.144E-04	0.549E-07
217.232	71.0	0.150E+00	0.152E-01	0.206E-01	0.257E-01	0.201E-02	0.945E-05	0.319E-07
218.509	72.0	0.137E+00	0.111E-01	0.240E-01	0.229E-01	0.133E-02	0.618E-05	0.172E-07
219.786	73.0	0.122E+00	0.816E-02	0.272E-01	0.201E-01	0.881E-03	0.402E-05	0.827E-08
221.062	74.0	0.107E+00	0.608E-02	0.301E-01	0.172E-01	0.584E-03	0.260E-05	0.208E-08
222.339	75.0	0.919E-01	0.474E-02	0.326E-01	0.145E-01	0.395E-03	0.167E-05	0.000E+00
223.616	76.0	0.777E-01	0.402E-02	0.346E-01	0.117E-01	0.255E-03	0.107E-05	0.000E+00
224.892	77.0	0.647E-01	0.384E-02	0.361E-01	0.936E-02	0.181E-03	0.677E-06	0.000E+00
226.169	78.0	0.531E-01	0.415E-02	0.369E-01	0.635E-02	0.110E-03	0.427E-06	0.000E+00
227.446	79.0	0.430E-01	0.491E-02	0.371E-01	0.402E-02	0.699E-04	0.267E-06	0.000E+00
228.723	80.0	0.344E-01	0.605E-02	0.366E-01	0.253E-02	0.443E-04	0.165E-06	0.000E+00
229.999	81.0	0.272E-01	0.751E-02	0.355E-01	0.151E-02	0.266E-04	0.991E-07	0.000E+00
231.276	82.0	0.213E-01	0.922E-02	0.336E-01	0.902E-03	0.148E-04	0.592E-07	0.000E+00
232.553	83.0	0.165E-01	0.111E-01	0.311E-01	0.528E-03	0.925E-05	0.339E-07	0.000E+00
233.830	84.0	0.127E-01	0.130E-01	0.283E-01	0.311E-03	0.449E-05	0.179E-07	0.000E+00
235.106	85.0	0.126E-01	0.134E-01	0.281E-01	0.319E-03	0.000E+00	0.761E-08	0.000E+00
236.383	86.0	0.975E-02	0.153E-01	0.251E-01	0.186E-03	0.000E+00	0.000E+00	0.000E+00
237.660	87.0	0.803E-02	0.167E-01	0.218E-01	0.108E-03	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.803E-02	0.166E-01	0.220E-01	0.540E-04	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.650E-02	0.181E-01	0.188E-01	0.263E-04	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.553E-02	0.194E-01	0.126E-01	0.132E-04	0.000E+00	0.000E+00	0.000E+00


