E_lab	E*/MeV	197At	198At	199At	200At	201At	202At	203At
223.616	76.0	0.369E-02	0.274E-02	0.103E-03	0.336E-06	0.000E+00	0.000E+00	0.000E+00
224.892	77.0	0.341E-02	0.204E-02	0.663E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
226.169	78.0	0.307E-02	0.151E-02	0.426E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
227.446	79.0	0.270E-02	0.111E-02	0.273E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
228.723	80.0	0.232E-02	0.805E-03	0.174E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00


E_lab	E*/MeV	196Po	197Po	198Po	199Po	200Po	201Po	202Po
163.609	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.475E-08	0.786E-07	0.543E-08
164.886	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.568E-07	0.428E-06	0.195E-07
166.163	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.552E-06	0.216E-05	0.664E-07
167.440	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.449E-05	0.101E-04	0.214E-06
168.716	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.307E-04	0.422E-04	0.651E-06
169.993	34.0	0.000E+00	0.000E+00	0.000E+00	0.313E-09	0.165E-03	0.147E-03	0.177E-05
171.270	35.0	0.000E+00	0.000E+00	0.000E+00	0.148E-07	0.628E-03	0.385E-03	0.396E-05
172.547	36.0	0.000E+00	0.000E+00	0.000E+00	0.262E-06	0.174E-02	0.754E-03	0.695E-05
173.823	37.0	0.000E+00	0.000E+00	0.000E+00	0.262E-05	0.387E-02	0.119E-02	0.982E-05
175.100	38.0	0.000E+00	0.000E+00	0.000E+00	0.177E-04	0.749E-02	0.162E-02	0.117E-04
176.377	39.0	0.000E+00	0.000E+00	0.000E+00	0.886E-04	0.133E-01	0.200E-02	0.124E-04
177.653	40.0	0.000E+00	0.000E+00	0.000E+00	0.345E-03	0.219E-01	0.228E-02	0.120E-04
178.930	41.0	0.000E+00	0.000E+00	0.000E+00	0.109E-02	0.335E-01	0.242E-02	0.108E-04
180.207	42.0	0.000E+00	0.000E+00	0.000E+00	0.287E-02	0.478E-01	0.242E-02	0.919E-05
181.484	43.0	0.000E+00	0.000E+00	0.000E+00	0.657E-02	0.640E-01	0.229E-02	0.745E-05
182.760	44.0	0.000E+00	0.000E+00	0.879E-07	0.132E-01	0.805E-01	0.207E-02	0.578E-05
184.037	45.0	0.000E+00	0.000E+00	0.910E-06	0.241E-01	0.956E-01	0.179E-02	0.431E-05
185.314	46.0	0.000E+00	0.000E+00	0.658E-05	0.399E-01	0.108E+00	0.150E-02	0.311E-05
186.591	47.0	0.000E+00	0.000E+00	0.362E-04	0.615E-01	0.115E+00	0.121E-02	0.217E-05
187.867	48.0	0.000E+00	0.000E+00	0.158E-03	0.886E-01	0.117E+00	0.948E-03	0.147E-05
189.144	49.0	0.000E+00	0.000E+00	0.570E-03	0.121E+00	0.114E+00	0.724E-03	0.958E-06
190.421	50.0	0.000E+00	0.000E+00	0.172E-02	0.157E+00	0.107E+00	0.539E-03	0.588E-06
191.697	51.0	0.000E+00	0.000E+00	0.444E-02	0.194E+00	0.959E-01	0.393E-03	0.329E-06
192.974	52.0	0.000E+00	0.000E+00	0.998E-02	0.230E+00	0.832E-01	0.280E-03	0.136E-06
194.251	53.0	0.000E+00	0.000E+00	0.198E-01	0.261E+00	0.699E-01	0.196E-03	0.000E+00
195.528	54.0	0.000E+00	0.000E+00	0.353E-01	0.285E+00	0.569E-01	0.134E-03	0.000E+00
196.804	55.0	0.000E+00	0.158E-06	0.573E-01	0.298E+00	0.450E-01	0.901E-04	0.000E+00
198.081	56.0	0.000E+00	0.993E-06	0.857E-01	0.298E+00	0.346E-01	0.595E-04	0.000E+00
199.358	57.0	0.000E+00	0.479E-05	0.119E+00	0.288E+00	0.260E-01	0.386E-04	0.000E+00
200.635	58.0	0.000E+00	0.187E-04	0.156E+00	0.267E+00	0.191E-01	0.246E-04	0.000E+00
201.911	59.0	0.000E+00	0.616E-04	0.194E+00	0.239E+00	0.137E-01	0.154E-04	0.000E+00
203.188	60.0	0.000E+00	0.174E-03	0.229E+00	0.207E+00	0.964E-02	0.942E-05	0.000E+00
204.465	61.0	0.000E+00	0.432E-03	0.259E+00	0.174E+00	0.666E-02	0.566E-05	0.000E+00
205.742	62.0	0.000E+00	0.947E-03	0.281E+00	0.142E+00	0.453E-02	0.334E-05	0.000E+00
207.018	63.0	0.000E+00	0.186E-02	0.294E+00	0.113E+00	0.304E-02	0.189E-05	0.000E+00
208.295	64.0	0.000E+00	0.333E-02	0.298E+00	0.882E-01	0.201E-02	0.996E-06	0.000E+00
209.572	65.0	0.397E-07	0.548E-02	0.292E+00	0.674E-01	0.131E-02	0.459E-06	0.000E+00
210.848	66.0	0.206E-06	0.836E-02	0.278E+00	0.506E-01	0.851E-03	0.100E-06	0.000E+00
212.125	67.0	0.884E-06	0.120E-01	0.257E+00	0.374E-01	0.545E-03	0.000E+00	0.000E+00
213.402	68.0	0.324E-05	0.163E-01	0.231E+00	0.272E-01	0.347E-03	0.000E+00	0.000E+00
214.679	69.0	0.103E-04	0.210E-01	0.204E+00	0.196E-01	0.219E-03	0.000E+00	0.000E+00
215.955	70.0	0.287E-04	0.261E-01	0.175E+00	0.140E-01	0.137E-03	0.000E+00	0.000E+00
217.232	71.0	0.712E-04	0.312E-01	0.148E+00	0.985E-02	0.856E-04	0.000E+00	0.000E+00
218.509	72.0	0.158E-03	0.360E-01	0.123E+00	0.689E-02	0.530E-04	0.000E+00	0.000E+00
219.786	73.0	0.319E-03	0.404E-01	0.100E+00	0.479E-02	0.327E-04	0.000E+00	0.000E+00
221.062	74.0	0.592E-03	0.439E-01	0.804E-01	0.330E-02	0.200E-04	0.000E+00	0.000E+00
222.339	75.0	0.102E-02	0.465E-01	0.637E-01	0.226E-02	0.122E-04	0.000E+00	0.000E+00
223.616	76.0	0.163E-02	0.480E-01	0.498E-01	0.154E-02	0.733E-05	0.000E+00	0.000E+00
224.892	77.0	0.247E-02	0.483E-01	0.385E-01	0.104E-02	0.436E-05	0.000E+00	0.000E+00
226.169	78.0	0.354E-02	0.474E-01	0.294E-01	0.704E-03	0.255E-05	0.000E+00	0.000E+00
227.446	79.0	0.483E-02	0.455E-01	0.223E-01	0.472E-03	0.146E-05	0.000E+00	0.000E+00
228.723	80.0	0.630E-02	0.428E-01	0.167E-01	0.315E-03	0.788E-06	0.000E+00	0.000E+00


E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
163.609	29.0	0.000E+00	0.000E+00	0.799E-10	0.966E-08	0.188E-08	0.497E-11	0.317E-09
164.886	30.0	0.000E+00	0.000E+00	0.126E-08	0.600E-07	0.745E-08	0.766E-10	0.194E-08
166.163	31.0	0.000E+00	0.000E+00	0.158E-07	0.350E-06	0.280E-07	0.972E-09	0.112E-07
167.440	32.0	0.000E+00	0.000E+00	0.169E-06	0.190E-05	0.992E-07	0.103E-07	0.606E-07
168.716	33.0	0.000E+00	0.000E+00	0.154E-05	0.933E-05	0.330E-06	0.901E-07	0.299E-06
169.993	34.0	0.000E+00	0.000E+00	0.109E-04	0.380E-04	0.985E-06	0.600E-06	0.122E-05
171.270	35.0	0.000E+00	0.000E+00	0.538E-04	0.115E-03	0.244E-05	0.276E-05	0.371E-05
172.547	36.0	0.000E+00	0.557E-09	0.185E-03	0.258E-03	0.484E-05	0.894E-05	0.831E-05
173.823	37.0	0.000E+00	0.155E-07	0.495E-03	0.463E-03	0.798E-05	0.228E-04	0.150E-04
175.100	38.0	0.000E+00	0.184E-06	0.111E-02	0.709E-03	0.115E-04	0.498E-04	0.233E-04
176.377	39.0	0.000E+00	0.134E-05	0.224E-02	0.976E-03	0.159E-04	0.983E-04	0.329E-04
177.653	40.0	0.000E+00	0.700E-05	0.411E-02	0.124E-02	0.236E-04	0.178E-03	0.431E-04
178.930	41.0	0.000E+00	0.294E-04	0.697E-02	0.145E-02	0.420E-04	0.298E-03	0.528E-04
180.207	42.0	0.000E+00	0.105E-03	0.110E-01	0.161E-02	0.865E-04	0.461E-03	0.611E-04
181.484	43.0	0.000E+00	0.327E-03	0.164E-01	0.168E-02	0.183E-03	0.669E-03	0.674E-04
182.760	44.0	0.000E+00	0.900E-03	0.231E-01	0.166E-02	0.372E-03	0.913E-03	0.711E-04
184.037	45.0	0.000E+00	0.220E-02	0.311E-01	0.158E-02	0.702E-03	0.118E-02	0.723E-04
185.314	46.0	0.560E-07	0.480E-02	0.397E-01	0.144E-02	0.123E-02	0.144E-02	0.712E-04
186.591	47.0	0.495E-06	0.941E-02	0.484E-01	0.127E-02	0.201E-02	0.167E-02	0.679E-04
187.867	48.0	0.311E-05	0.167E-01	0.562E-01	0.108E-02	0.308E-02	0.184E-02	0.629E-04
189.144	49.0	0.151E-04	0.273E-01	0.623E-01	0.909E-03	0.448E-02	0.195E-02	0.568E-04
190.421	50.0	0.599E-04	0.413E-01	0.661E-01	0.772E-03	0.620E-02	0.198E-02	0.499E-04
191.697	51.0	0.204E-03	0.584E-01	0.672E-01	0.714E-03	0.820E-02	0.194E-02	0.428E-04
192.974	52.0	0.603E-03	0.781E-01	0.656E-01	0.799E-03	0.104E-01	0.183E-02	0.358E-04
194.251	53.0	0.158E-02	0.991E-01	0.616E-01	0.112E-02	0.128E-01	0.167E-02	0.293E-04
195.528	54.0	0.367E-02	0.120E+00	0.559E-01	0.177E-02	0.150E-01	0.148E-02	0.234E-04
196.804	55.0	0.761E-02	0.138E+00	0.490E-01	0.289E-02	0.171E-01	0.128E-02	0.183E-04
198.081	56.0	0.142E-01	0.153E+00	0.416E-01	0.455E-02	0.187E-01	0.108E-02	0.140E-04
199.358	57.0	0.242E-01	0.163E+00	0.342E-01	0.681E-02	0.198E-01	0.886E-03	0.105E-04
200.635	58.0	0.376E-01	0.166E+00	0.274E-01	0.963E-02	0.203E-01	0.712E-03	0.772E-05
201.911	59.0	0.542E-01	0.163E+00	0.214E-01	0.129E-01	0.201E-01	0.559E-03	0.557E-05
203.188	60.0	0.732E-01	0.154E+00	0.164E-01	0.165E-01	0.193E-01	0.431E-03	0.395E-05
204.465	61.0	0.933E-01	0.141E+00	0.125E-01	0.202E-01	0.181E-01	0.326E-03	0.275E-05
205.742	62.0	0.113E+00	0.125E+00	0.951E-02	0.238E-01	0.165E-01	0.242E-03	0.188E-05
207.018	63.0	0.132E+00	0.107E+00	0.759E-02	0.269E-01	0.146E-01	0.177E-03	0.127E-05
208.295	64.0	0.148E+00	0.899E-01	0.664E-02	0.295E-01	0.127E-01	0.128E-03	0.841E-06
209.572	65.0	0.160E+00	0.736E-01	0.662E-02	0.313E-01	0.108E-01	0.907E-04	0.550E-06
210.848	66.0	0.169E+00	0.589E-01	0.747E-02	0.323E-01	0.902E-02	0.636E-04	0.355E-06
212.125	67.0	0.173E+00	0.463E-01	0.908E-02	0.324E-01	0.739E-02	0.441E-04	0.225E-06
213.402	68.0	0.173E+00	0.357E-01	0.114E-01	0.316E-01	0.524E-02	0.302E-04	0.141E-06
214.679	69.0	0.169E+00	0.271E-01	0.141E-01	0.302E-01	0.419E-02	0.205E-04	0.867E-07
215.955	70.0	0.161E+00	0.203E-01	0.173E-01	0.281E-01	0.292E-02	0.137E-04	0.520E-07
217.232	71.0	0.150E+00	0.151E-01	0.206E-01	0.256E-01	0.199E-02	0.914E-05	0.305E-07
218.509	72.0	0.136E+00	0.111E-01	0.240E-01	0.229E-01	0.131E-02	0.603E-05	0.167E-07
219.786	73.0	0.122E+00	0.814E-02	0.272E-01	0.201E-01	0.875E-03	0.395E-05	0.815E-08
221.062	74.0	0.107E+00	0.607E-02	0.301E-01	0.172E-01	0.581E-03	0.257E-05	0.206E-08
222.339	75.0	0.918E-01	0.473E-02	0.326E-01	0.143E-01	0.361E-03	0.166E-05	0.000E+00
223.616	76.0	0.777E-01	0.401E-02	0.346E-01	0.117E-01	0.255E-03	0.106E-05	0.000E+00
224.892	77.0	0.647E-01	0.384E-02	0.361E-01	0.935E-02	0.180E-03	0.674E-06	0.000E+00
226.169	78.0	0.531E-01	0.415E-02	0.369E-01	0.635E-02	0.110E-03	0.426E-06	0.000E+00
227.446	79.0	0.430E-01	0.490E-02	0.370E-01	0.485E-02	0.699E-04	0.266E-06	0.000E+00
228.723	80.0	0.344E-01	0.604E-02	0.366E-01	0.299E-02	0.443E-04	0.165E-06	0.000E+00


