E_lab	E*/MeV	197At	198At	199At	200At	201At	202At	203At
191.697	51.0	0.000E+00	0.000E+00	0.900E-03	0.292E-01	0.911E-02	0.143E-04	0.000E+00
192.974	52.0	0.000E+00	0.000E+00	0.503E-02	0.878E-01	0.204E-01	0.262E-04	0.000E+00
194.251	53.0	0.000E+00	0.000E+00	0.206E-01	0.214E+00	0.386E-01	0.429E-04	0.000E+00
195.528	54.0	0.000E+00	0.401E-07	0.574E-01	0.385E+00	0.565E-01	0.588E-04	0.000E+00
196.804	55.0	0.000E+00	0.397E-06	0.113E+00	0.520E+00	0.644E-01	0.665E-04	0.000E+00
198.081	56.0	0.000E+00	0.249E-05	0.178E+00	0.576E+00	0.606E-01	0.640E-04	0.000E+00
199.358	57.0	0.000E+00	0.116E-04	0.243E+00	0.565E+00	0.500E-01	0.537E-04	0.000E+00
200.635	58.0	0.000E+00	0.436E-04	0.305E+00	0.513E+00	0.377E-01	0.403E-04	0.000E+00
201.911	59.0	0.000E+00	0.137E-03	0.361E+00	0.443E+00	0.268E-01	0.276E-04	0.000E+00
203.188	60.0	0.000E+00	0.373E-03	0.409E+00	0.369E+00	0.183E-01	0.175E-04	0.000E+00
204.465	61.0	0.000E+00	0.891E-03	0.447E+00	0.299E+00	0.123E-01	0.105E-04	0.000E+00
205.742	62.0	0.000E+00	0.190E-02	0.474E+00	0.238E+00	0.809E-02	0.608E-05	0.000E+00
207.018	63.0	0.000E+00	0.364E-02	0.487E+00	0.185E+00	0.528E-02	0.339E-05	0.000E+00
208.295	64.0	0.000E+00	0.639E-02	0.487E+00	0.142E+00	0.342E-02	0.179E-05	0.000E+00
209.572	65.0	0.821E-07	0.103E-01	0.474E+00	0.107E+00	0.220E-02	0.884E-06	0.000E+00
210.848	66.0	0.424E-06	0.156E-01	0.450E+00	0.794E-01	0.141E-02	0.348E-06	0.000E+00
212.125	67.0	0.182E-05	0.222E-01	0.416E+00	0.583E-01	0.896E-03	0.000E+00	0.000E+00
213.402	68.0	0.664E-05	0.299E-01	0.377E+00	0.423E-01	0.568E-03	0.000E+00	0.000E+00
214.679	69.0	0.210E-04	0.384E-01	0.333E+00	0.304E-01	0.358E-03	0.000E+00	0.000E+00
215.955	70.0	0.585E-04	0.475E-01	0.289E+00	0.217E-01	0.225E-03	0.000E+00	0.000E+00
217.232	71.0	0.144E-03	0.566E-01	0.246E+00	0.153E-01	0.140E-03	0.000E+00	0.000E+00
218.509	72.0	0.320E-03	0.653E-01	0.205E+00	0.107E-01	0.873E-04	0.000E+00	0.000E+00
219.786	73.0	0.644E-03	0.730E-01	0.169E+00	0.746E-02	0.540E-04	0.000E+00	0.000E+00
221.062	74.0	0.119E-02	0.795E-01	0.137E+00	0.516E-02	0.332E-04	0.000E+00	0.000E+00
222.339	75.0	0.204E-02	0.842E-01	0.109E+00	0.354E-02	0.204E-04	0.000E+00	0.000E+00
223.616	76.0	0.327E-02	0.870E-01	0.859E-01	0.242E-02	0.124E-04	0.000E+00	0.000E+00
224.892	77.0	0.493E-02	0.877E-01	0.668E-01	0.164E-02	0.747E-05	0.000E+00	0.000E+00
226.169	78.0	0.705E-02	0.864E-01	0.515E-01	0.111E-02	0.446E-05	0.000E+00	0.000E+00
227.446	79.0	0.960E-02	0.832E-01	0.392E-01	0.747E-03	0.259E-05	0.000E+00	0.000E+00
228.723	80.0	0.125E-01	0.785E-01	0.296E-01	0.500E-03	0.144E-05	0.000E+00	0.000E+00
229.999	81.0	0.157E-01	0.726E-01	0.222E-01	0.333E-03	0.671E-06	0.000E+00	0.000E+00
231.276	82.0	0.189E-01	0.659E-01	0.165E-01	0.221E-03	0.140E-06	0.000E+00	0.000E+00
232.553	83.0	0.220E-01	0.588E-01	0.121E-01	0.146E-03	0.000E+00	0.000E+00	0.000E+00
233.830	84.0	0.248E-01	0.516E-01	0.889E-02	0.961E-04	0.000E+00	0.000E+00	0.000E+00
235.106	85.0	0.272E-01	0.446E-01	0.647E-02	0.630E-04	0.000E+00	0.000E+00	0.000E+00
236.383	86.0	0.290E-01	0.380E-01	0.468E-02	0.411E-04	0.000E+00	0.000E+00	0.000E+00
237.660	87.0	0.301E-01	0.320E-01	0.337E-02	0.267E-04	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.305E-01	0.266E-01	0.241E-02	0.173E-04	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.302E-01	0.218E-01	0.172E-02	0.111E-04	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.293E-01	0.177E-01	0.122E-02	0.707E-05	0.000E+00	0.000E+00	0.000E+00


E_lab	E*/MeV	195Bi	196Bi	197Bi	198Bi	199Bi	200Bi	201Bi
182.760	44.0	0.448E-14	0.273E-08	0.124E-07	0.398E-10	0.907E-09	0.558E-09	0.328E-11
184.037	45.0	0.320E-12	0.145E-07	0.376E-07	0.775E-10	0.373E-08	0.161E-08	0.647E-11
185.314	46.0	0.804E-10	0.334E-05	0.133E-04	0.115E-06	0.879E-06	0.553E-06	0.878E-08
186.591	47.0	0.189E-08	0.220E-04	0.657E-04	0.525E-06	0.491E-05	0.254E-05	0.393E-07
187.867	48.0	0.304E-07	0.106E-03	0.215E-03	0.142E-05	0.204E-04	0.773E-05	0.107E-06
189.144	49.0	0.384E-06	0.461E-03	0.632E-03	0.349E-05	0.797E-04	0.215E-04	0.248E-06
190.421	50.0	0.405E-05	0.188E-02	0.178E-02	0.104E-04	0.298E-03	0.570E-04	0.551E-06
191.697	51.0	0.362E-04	0.713E-02	0.475E-02	0.423E-04	0.106E-02	0.144E-03	0.118E-05
192.974	52.0	0.263E-03	0.240E-01	0.116E-01	0.199E-03	0.339E-02	0.335E-03	0.240E-05
194.251	53.0	0.141E-02	0.656E-01	0.241E-01	0.807E-03	0.884E-02	0.660E-03	0.438E-05
195.528	54.0	0.512E-02	0.133E+00	0.392E-01	0.234E-02	0.172E-01	0.102E-02	0.677E-05
196.804	55.0	0.131E-01	0.205E+00	0.507E-01	0.493E-02	0.254E-01	0.125E-02	0.887E-05
198.081	56.0	0.262E-01	0.258E+00	0.551E-01	0.832E-02	0.311E-01	0.131E-02	0.101E-04
199.358	57.0	0.440E-01	0.286E+00	0.530E-01	0.123E-01	0.339E-01	0.123E-02	0.103E-04
200.635	58.0	0.661E-01	0.291E+00	0.463E-01	0.167E-01	0.344E-01	0.108E-02	0.958E-05
201.911	59.0	0.914E-01	0.279E+00	0.376E-01	0.213E-01	0.332E-01	0.887E-03	0.819E-05
203.188	60.0	0.119E+00	0.255E+00	0.289E-01	0.261E-01	0.309E-01	0.699E-03	0.649E-05
204.465	61.0	0.146E+00	0.226E+00	0.216E-01	0.307E-01	0.280E-01	0.530E-03	0.480E-05
205.742	62.0	0.172E+00	0.194E+00	0.160E-01	0.351E-01	0.247E-01	0.390E-03	0.334E-05
207.018	63.0	0.196E+00	0.163E+00	0.123E-01	0.388E-01	0.214E-01	0.280E-03	0.223E-05
208.295	64.0	0.216E+00	0.134E+00	0.104E-01	0.417E-01	0.182E-01	0.197E-03	0.144E-05
209.572	65.0	0.232E+00	0.108E+00	0.100E-01	0.437E-01	0.152E-01	0.137E-03	0.915E-06
210.848	66.0	0.243E+00	0.855E-01	0.110E-01	0.446E-01	0.125E-01	0.936E-04	0.573E-06
212.125	67.0	0.248E+00	0.666E-01	0.132E-01	0.445E-01	0.102E-01	0.635E-04	0.354E-06
213.402	68.0	0.247E+00	0.511E-01	0.163E-01	0.432E-01	0.815E-02	0.428E-04	0.217E-06
214.679	69.0	0.242E+00	0.387E-01	0.202E-01	0.411E-01	0.576E-02	0.286E-04	0.131E-06
215.955	70.0	0.231E+00	0.290E-01	0.246E-01	0.383E-01	0.402E-02	0.190E-04	0.781E-07
217.232	71.0	0.216E+00	0.215E-01	0.292E-01	0.349E-01	0.275E-02	0.125E-04	0.459E-07
218.509	72.0	0.198E+00	0.158E-01	0.339E-01	0.312E-01	0.183E-02	0.822E-05	0.253E-07
219.786	73.0	0.178E+00	0.116E-01	0.385E-01	0.274E-01	0.122E-02	0.536E-05	0.128E-07
221.062	74.0	0.157E+00	0.873E-02	0.427E-01	0.236E-01	0.810E-03	0.347E-05	0.492E-08
222.339	75.0	0.136E+00	0.685E-02	0.463E-01	0.199E-01	0.549E-03	0.224E-05	0.000E+00
223.616	76.0	0.116E+00	0.586E-02	0.492E-01	0.165E-01	0.371E-03	0.143E-05	0.000E+00
224.892	77.0	0.972E-01	0.566E-02	0.514E-01	0.129E-01	0.250E-03	0.911E-06	0.000E+00
226.169	78.0	0.803E-01	0.618E-02	0.526E-01	0.886E-02	0.155E-03	0.576E-06	0.000E+00
227.446	79.0	0.654E-01	0.735E-02	0.529E-01	0.568E-02	0.993E-04	0.362E-06	0.000E+00
228.723	80.0	0.526E-01	0.910E-02	0.524E-01	0.361E-02	0.636E-04	0.225E-06	0.000E+00
229.999	81.0	0.419E-01	0.113E-01	0.509E-01	0.218E-02	0.386E-04	0.136E-06	0.000E+00
231.276	82.0	0.329E-01	0.140E-01	0.483E-01	0.131E-02	0.218E-04	0.811E-07	0.000E+00
232.553	83.0	0.324E-01	0.145E-01	0.481E-01	0.135E-02	0.136E-04	0.473E-07	0.000E+00
233.830	84.0	0.253E-01	0.174E-01	0.447E-01	0.795E-03	0.664E-05	0.259E-07	0.000E+00
235.106	85.0	0.197E-01	0.204E-01	0.407E-01	0.470E-03	0.962E-06	0.122E-07	0.000E+00
236.383	86.0	0.153E-01	0.233E-01	0.364E-01	0.276E-03	0.000E+00	0.106E-08	0.000E+00
237.660	87.0	0.127E-01	0.256E-01	0.318E-01	0.162E-03	0.000E+00	0.000E+00	0.000E+00
238.936	88.0	0.127E-01	0.254E-01	0.320E-01	0.821E-04	0.000E+00	0.000E+00	0.000E+00
240.213	89.0	0.103E-01	0.278E-01	0.274E-01	0.408E-04	0.000E+00	0.000E+00	0.000E+00
241.490	90.0	0.885E-02	0.298E-01	0.187E-01	0.207E-04	0.000E+00	0.000E+00	0.000E+00


